"occupation_id","task_id","exposure_score","augmentation_score","automation_score","confidence","notes"
"occ_41_4011_00","task_occ_41_4011_00_jd_tsr_01","0.54","0.80","0.10","0.76","reviewed_technical_sales_task_scoring"
"occ_41_4011_00","task_occ_41_4011_00_jd_tsr_02","0.62","0.82","0.14","0.76","reviewed_technical_sales_task_scoring"
"occ_41_4011_00","task_occ_41_4011_00_jd_tsr_03","0.50","0.76","0.08","0.74","reviewed_technical_sales_task_scoring"
"occ_41_4011_00","task_occ_41_4011_00_jd_tsr_04","0.76","0.74","0.40","0.74","reviewed_technical_sales_task_scoring"
"occ_43_4031_00","task_occ_43_4031_00_jd_clerk_01","0.82","0.70","0.54","0.76","reviewed_court_municipal_clerk_task_scoring"
"occ_43_4031_00","task_occ_43_4031_00_jd_clerk_02","0.68","0.68","0.28","0.74","reviewed_court_municipal_clerk_task_scoring"
"occ_43_4031_00","task_occ_43_4031_00_jd_clerk_03","0.80","0.68","0.50","0.74","reviewed_court_municipal_clerk_task_scoring"
"occ_43_4031_00","task_occ_43_4031_00_jd_clerk_04","0.78","0.70","0.48","0.74","reviewed_court_municipal_clerk_task_scoring"
"occ_43_4031_00","task_occ_43_4031_00_jd_clerk2_01","0.82","0.68","0.50","0.76","reviewed_court_municipal_clerk_task_scoring_batch2"
"occ_43_4031_00","task_occ_43_4031_00_jd_clerk2_02","0.62","0.74","0.18","0.74","reviewed_court_municipal_clerk_task_scoring_batch2"
"occ_43_4031_00","task_occ_43_4031_00_jd_clerk2_03","0.78","0.70","0.42","0.76","reviewed_court_municipal_clerk_task_scoring_batch2"
"occ_43_4031_00","task_occ_43_4031_00_jd_clerk2_04","0.60","0.72","0.18","0.74","reviewed_court_municipal_clerk_task_scoring_batch2"
"occ_43_3031_00","task_occ_43_3031_00_jd_bk2_01","0.80","0.72","0.38","0.76","reviewed_bookkeeping_clerk_task_scoring_batch2"
"occ_43_3031_00","task_occ_43_3031_00_jd_bk2_02","0.76","0.74","0.26","0.76","reviewed_bookkeeping_clerk_task_scoring_batch2"
"occ_43_3031_00","task_occ_43_3031_00_jd_bk2_03","0.70","0.78","0.16","0.74","reviewed_bookkeeping_clerk_task_scoring_batch2"
"occ_43_3031_00","task_occ_43_3031_00_jd_bk2_04","0.82","0.70","0.46","0.76","reviewed_bookkeeping_clerk_task_scoring_batch2"
"occ_43_9061_00","task_occ_43_9061_00_jd_oc2_01","0.80","0.70","0.50","0.76","reviewed_office_clerk_task_scoring_batch2"
"occ_43_9061_00","task_occ_43_9061_00_jd_oc2_02","0.76","0.70","0.38","0.74","reviewed_office_clerk_task_scoring_batch2"
"occ_43_9061_00","task_occ_43_9061_00_jd_oc2_03","0.68","0.76","0.18","0.74","reviewed_office_clerk_task_scoring_batch2"
"occ_43_9061_00","task_occ_43_9061_00_jd_oc2_04","0.64","0.74","0.16","0.74","reviewed_office_clerk_task_scoring_batch2"
"occ_43_6011_00","task_occ_43_6011_00_jd_ea2_01","0.62","0.80","0.16","0.76","reviewed_exec_assistant_task_scoring_batch2"
"occ_43_6011_00","task_occ_43_6011_00_jd_ea2_02","0.54","0.82","0.10","0.76","reviewed_exec_assistant_task_scoring_batch2"
"occ_43_6011_00","task_occ_43_6011_00_jd_ea2_03","0.60","0.80","0.16","0.76","reviewed_exec_assistant_task_scoring_batch2"
"occ_43_6011_00","task_occ_43_6011_00_jd_ea2_04","0.56","0.82","0.12","0.74","reviewed_exec_assistant_task_scoring_batch2"
"occ_15_1212_00","task_occ_15_1212_00_jd_isa2_01","0.70","0.76","0.18","0.76","reviewed_security_analyst_task_scoring_batch2"
"occ_15_1212_00","task_occ_15_1212_00_jd_isa2_02","0.62","0.74","0.12","0.76","reviewed_security_analyst_task_scoring_batch2"
"occ_15_1212_00","task_occ_15_1212_00_jd_isa2_03","0.68","0.72","0.20","0.74","reviewed_security_analyst_task_scoring_batch2"
"occ_15_1212_00","task_occ_15_1212_00_jd_isa2_04","0.60","0.76","0.12","0.74","reviewed_security_analyst_task_scoring_batch2"
"occ_15_1212_00","task_occ_15_1212_00_jd_isa3_01","0.56","0.80","0.10","0.76","reviewed_security_analyst_task_scoring_batch3"
"occ_15_1212_00","task_occ_15_1212_00_jd_isa3_02","0.60","0.78","0.12","0.76","reviewed_security_analyst_task_scoring_batch3"
"occ_15_1212_00","task_occ_15_1212_00_jd_isa3_03","0.54","0.82","0.08","0.74","reviewed_security_analyst_task_scoring_batch3"
"occ_15_1212_00","task_occ_15_1212_00_jd_isa3_04","0.52","0.84","0.06","0.74","reviewed_security_analyst_task_scoring_batch3"
"occ_13_1051_00","task_occ_13_1051_00_jd_est2_01","0.72","0.74","0.30","0.74","reviewed_cost_estimator_task_scoring_batch2"
"occ_13_1051_00","task_occ_13_1051_00_jd_est2_02","0.66","0.76","0.20","0.76","reviewed_cost_estimator_task_scoring_batch2"
"occ_13_1051_00","task_occ_13_1051_00_jd_est2_03","0.74","0.72","0.34","0.74","reviewed_cost_estimator_task_scoring_batch2"
"occ_13_1051_00","task_occ_13_1051_00_jd_est2_04","0.76","0.72","0.42","0.74","reviewed_cost_estimator_task_scoring_batch2"
"occ_13_1041_00","task_occ_13_1041_00_jd_co2_01","0.74","0.72","0.28","0.74","reviewed_compliance_officer_task_scoring_batch2"
"occ_13_1041_00","task_occ_13_1041_00_jd_co2_02","0.58","0.76","0.12","0.76","reviewed_compliance_officer_task_scoring_batch2"
"occ_13_1041_00","task_occ_13_1041_00_jd_co2_03","0.54","0.72","0.10","0.74","reviewed_compliance_officer_task_scoring_batch2"
"occ_13_1041_00","task_occ_13_1041_00_jd_co2_04","0.62","0.74","0.16","0.74","reviewed_compliance_officer_task_scoring_batch2"
"occ_13_1111_00","task_occ_13_1111_00_jd_ma2_01","0.74","0.80","0.24","0.76","reviewed_management_analyst_task_scoring_batch2"
"occ_13_1111_00","task_occ_13_1111_00_jd_ma2_02","0.66","0.78","0.16","0.76","reviewed_management_analyst_task_scoring_batch2"
"occ_13_1111_00","task_occ_13_1111_00_jd_ma2_03","0.58","0.76","0.12","0.74","reviewed_management_analyst_task_scoring_batch2"
"occ_13_1111_00","task_occ_13_1111_00_jd_ma2_04","0.56","0.74","0.10","0.74","reviewed_management_analyst_task_scoring_batch2"
"occ_15_1232_00","task_occ_15_1232_00_jd_its2_01","0.78","0.74","0.40","0.76","reviewed_it_support_task_scoring_batch2"
"occ_15_1232_00","task_occ_15_1232_00_jd_its2_02","0.70","0.72","0.30","0.74","reviewed_it_support_task_scoring_batch2"
"occ_15_1232_00","task_occ_15_1232_00_jd_its2_03","0.82","0.70","0.50","0.74","reviewed_it_support_task_scoring_batch2"
"occ_15_1232_00","task_occ_15_1232_00_jd_its2_04","0.80","0.72","0.44","0.74","reviewed_it_support_task_scoring_batch2"
"occ_13_1199_00","task_occ_13_1199_00_jd_bo2_01","0.68","0.78","0.16","0.76","reviewed_business_ops_task_scoring_batch2"
"occ_13_1199_00","task_occ_13_1199_00_jd_bo2_02","0.78","0.72","0.44","0.74","reviewed_business_ops_task_scoring_batch2"
"occ_13_1199_00","task_occ_13_1199_00_jd_bo2_03","0.74","0.74","0.36","0.74","reviewed_business_ops_task_scoring_batch2"
"occ_13_1199_00","task_occ_13_1199_00_jd_bo2_04","0.72","0.70","0.32","0.74","reviewed_business_ops_task_scoring_batch2"
"occ_15_2051_00","task_occ_15_2051_00_jd_ds2_01","0.66","0.84","0.12","0.76","reviewed_data_science_task_scoring_batch2"
"occ_15_2051_00","task_occ_15_2051_00_jd_ds2_02","0.74","0.82","0.24","0.76","reviewed_data_science_task_scoring_batch2"
"occ_15_2051_00","task_occ_15_2051_00_jd_ds2_03","0.58","0.84","0.10","0.76","reviewed_data_science_task_scoring_batch2"
"occ_15_2051_00","task_occ_15_2051_00_jd_ds2_04","0.72","0.80","0.18","0.76","reviewed_data_science_task_scoring_batch2"
"occ_17_2051_00","task_occ_17_2051_00_jd_ce2_01","0.68","0.76","0.18","0.76","reviewed_civil_engineer_task_scoring_batch2"
"occ_17_2051_00","task_occ_17_2051_00_jd_ce2_02","0.76","0.74","0.28","0.76","reviewed_civil_engineer_task_scoring_batch2"
"occ_17_2051_00","task_occ_17_2051_00_jd_ce2_03","0.78","0.70","0.42","0.74","reviewed_civil_engineer_task_scoring_batch2"
"occ_17_2051_00","task_occ_17_2051_00_jd_ce2_04","0.70","0.72","0.16","0.74","reviewed_civil_engineer_task_scoring_batch2"
"occ_23_2011_00","task_occ_23_2011_00_jd_para2_01","0.68","0.62","0.26","0.74","reviewed_paralegal_task_scoring_batch2"
"occ_23_2011_00","task_occ_23_2011_00_jd_para2_02","0.56","0.64","0.16","0.74","reviewed_paralegal_task_scoring_batch2"
"occ_23_2011_00","task_occ_23_2011_00_jd_para2_03","0.72","0.62","0.34","0.74","reviewed_paralegal_task_scoring_batch2"
"occ_23_2011_00","task_occ_23_2011_00_jd_para2_04","0.62","0.66","0.18","0.74","reviewed_paralegal_task_scoring_batch2"
"occ_43_4051_00","task_occ_43_4051_00_jd_cs2_01","0.82","0.72","0.50","0.74","reviewed_customer_service_task_scoring_batch2"
"occ_43_4051_00","task_occ_43_4051_00_jd_cs2_02","0.74","0.74","0.32","0.74","reviewed_customer_service_task_scoring_batch2"
"occ_43_4051_00","task_occ_43_4051_00_jd_cs2_03","0.58","0.70","0.14","0.74","reviewed_customer_service_task_scoring_batch2"
"occ_43_4051_00","task_occ_43_4051_00_jd_cs2_04","0.64","0.76","0.18","0.74","reviewed_customer_service_task_scoring_batch2"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_01","0.66","0.74","0.18","0.76","reviewed_general_operations_manager_task_scoring_batch2"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_02","0.76","0.72","0.34","0.74","reviewed_general_operations_manager_task_scoring_batch2"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_03","0.64","0.70","0.20","0.74","reviewed_general_operations_manager_task_scoring_batch2"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_04","0.52","0.68","0.10","0.74","reviewed_general_operations_manager_task_scoring_batch2"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_01","0.58","0.70","0.14","0.74","reviewed_sales_manager_task_scoring_batch2"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_02","0.74","0.74","0.30","0.74","reviewed_sales_manager_task_scoring_batch2"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_03","0.42","0.70","0.06","0.74","reviewed_sales_manager_task_scoring_batch2"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm2_04","0.68","0.76","0.22","0.74","reviewed_sales_manager_task_scoring_batch2"
"occ_11_3021_00","task_occ_11_3021_00_jd_itm2_01","0.54","0.74","0.14","0.76","reviewed_it_manager_task_scoring_batch2"
"occ_11_3021_00","task_occ_11_3021_00_jd_itm2_02","0.70","0.72","0.30","0.74","reviewed_it_manager_task_scoring_batch2"
"occ_11_3021_00","task_occ_11_3021_00_jd_itm2_03","0.78","0.72","0.42","0.74","reviewed_it_manager_task_scoring_batch2"
"occ_11_3021_00","task_occ_11_3021_00_jd_itm2_04","0.48","0.68","0.10","0.74","reviewed_it_manager_task_scoring_batch2"
"occ_11_3031_00","task_occ_11_3031_00_jd_fm2_01","0.76","0.74","0.28","0.74","reviewed_financial_manager_task_scoring_batch2"
"occ_11_3031_00","task_occ_11_3031_00_jd_fm2_02","0.82","0.72","0.44","0.74","reviewed_financial_manager_task_scoring_batch2"
"occ_11_3031_00","task_occ_11_3031_00_jd_fm2_03","0.58","0.72","0.12","0.74","reviewed_financial_manager_task_scoring_batch2"
"occ_11_3031_00","task_occ_11_3031_00_jd_fm2_04","0.50","0.74","0.10","0.74","reviewed_financial_manager_task_scoring_batch2"
"occ_13_1161_00","task_occ_13_1161_00_jd_mk2_01","0.74","0.80","0.22","0.74","reviewed_marketing_specialist_task_scoring_batch2"
"occ_13_1161_00","task_occ_13_1161_00_jd_mk2_02","0.68","0.82","0.20","0.74","reviewed_marketing_specialist_task_scoring_batch2"
"occ_13_1161_00","task_occ_13_1161_00_jd_mk2_03","0.76","0.76","0.34","0.74","reviewed_marketing_specialist_task_scoring_batch2"
"occ_13_1161_00","task_occ_13_1161_00_jd_mk2_04","0.80","0.74","0.42","0.74","reviewed_marketing_specialist_task_scoring_batch2"
"occ_15_1252_00","task_occ_15_1252_00_jd_dev2_01","0.62","0.78","0.14","0.76","reviewed_software_developer_task_scoring_batch2"
"occ_15_1252_00","task_occ_15_1252_00_jd_dev2_02","0.76","0.74","0.34","0.74","reviewed_software_developer_task_scoring_batch2"
"occ_15_1252_00","task_occ_15_1252_00_jd_dev2_03","0.74","0.76","0.30","0.74","reviewed_software_developer_task_scoring_batch2"
"occ_15_1252_00","task_occ_15_1252_00_jd_dev2_04","0.60","0.74","0.12","0.74","reviewed_software_developer_task_scoring_batch2"
"occ_15_2031_00","task_occ_15_2031_00_jd_ora2_01","0.68","0.82","0.18","0.76","reviewed_operations_research_task_scoring_batch2"
"occ_15_2031_00","task_occ_15_2031_00_jd_ora2_02","0.78","0.78","0.30","0.74","reviewed_operations_research_task_scoring_batch2"
"occ_15_2031_00","task_occ_15_2031_00_jd_ora2_03","0.58","0.80","0.10","0.74","reviewed_operations_research_task_scoring_batch2"
"occ_15_2031_00","task_occ_15_2031_00_jd_ora2_04","0.80","0.76","0.34","0.74","reviewed_operations_research_task_scoring_batch2"
"occ_43_9111_00","task_occ_43_9111_00_jd_st2_01","0.82","0.70","0.52","0.74","reviewed_statistical_assistant_task_scoring_batch2"
"occ_43_9111_00","task_occ_43_9111_00_jd_st2_02","0.64","0.72","0.24","0.74","reviewed_statistical_assistant_task_scoring_batch2"
"occ_43_9111_00","task_occ_43_9111_00_jd_st2_03","0.74","0.74","0.34","0.74","reviewed_statistical_assistant_task_scoring_batch2"
"occ_43_9111_00","task_occ_43_9111_00_jd_st2_04","0.66","0.70","0.22","0.74","reviewed_statistical_assistant_task_scoring_batch2"
"occ_13_1051_00","task_occ_13_1051_00_jd_est3_01","0.70","0.72","0.24","0.74","reviewed_cost_estimator_task_scoring_batch3"
"occ_13_1051_00","task_occ_13_1051_00_jd_est3_02","0.72","0.74","0.26","0.74","reviewed_cost_estimator_task_scoring_batch3"
"occ_13_1051_00","task_occ_13_1051_00_jd_est3_03","0.62","0.72","0.16","0.74","reviewed_cost_estimator_task_scoring_batch3"
"occ_13_1051_00","task_occ_13_1051_00_jd_est3_04","0.64","0.74","0.18","0.74","reviewed_cost_estimator_task_scoring_batch3"
